# [Mshock**0.5 * Rshock**-1.5 * p *rho**-2.5],frequency [Hz]
3.236844051504044e-05,555.9022039488315
3.237879509437308e-05,553.1967638921745
3.3503480625620514e-05,550.2903055708125
3.3447979715300674e-05,547.3280101038638
3.337515601428555e-05,544.2556520517359
3.332877287185036e-05,541.3751126424594
3.2134811586775426e-05,537.9428752296521
3.331113857897675e-05,534.389798106459
3.3332813800022906e-05,531.5303963712178
3.330576519047676e-05,528.7876107754012
3.210247520625127e-05,525.8834951290979
3.32417358478009e-05,523.027301315
3.3219040786631507e-05,520.6917422472545
3.319447780020892e-05,518.7249449254692
3.3173961806333845e-05,516.0952819926482
3.436980100714605e-05,513.3167701300172
3.436406022730255e-05,510.5901728194777
3.436173460254617e-05,508.2749241005087
3.436056281298644e-05,505.8009514445523
3.560875724227411e-05,503.0962763071312
3.5610697758454334e-05,500.50490656630063
3.436542296317804e-05,497.72181618005163
3.436923067031673e-05,494.5551569980973
3.437283285624573e-05,492.0173868990039
3.5626142313249544e-05,489.417724602322
3.563177404672071e-05,486.9837632720443
3.563960960297709e-05,484.60522040737953
3.564870328407563e-05,482.0950429509111
3.695153304276888e-05,480.4651540387819
3.830201372787883e-05,478.9426245354271
3.697165985024273e-05,476.7411823806375
3.698462546188497e-05,474.38903162940363
3.699962307601753e-05,471.8229453148891
3.703540623958456e-05,466.8366976479327
3.575001127773584e-05,464.0051088673082
3.576244464805663e-05,461.4287567524696
3.577566577168939e-05,459.0129277776565
3.579039061349586e-05,456.6047128079416
3.710543440296274e-05,454.1988882523299
3.71235232704399e-05,453.12120557861465
3.714137723168382e-05,451.00872363841387
3.715606181038033e-05,448.7300605210691
3.587078358577622e-05,445.7388078314443
3.719056851126645e-05,443.263529092721
3.7211346978099823e-05,441.036564534694
3.723234974115774e-05,438.6320745099197
3.725563456961629e-05,436.5538101699096
3.7277951336591944e-05,434.404617528682
3.865501809125874e-05,432.4295606125646
3.8677175177547174e-05,430.6702451764613
4.156195311335903e-05,429.1446632540972
4.0134107608176376e-05,428.0236139436496
4.0162657553443755e-05,425.5198934034743
4.018966075036672e-05,423.3234086074932
4.021770130349793e-05,421.3000303280728
4.024850322682791e-05,419.2214918773494
4.0208397217826596e-05,417.1107110963563
4.0199987560787364e-05,415.0550082633518
4.020399481009682e-05,412.8785069341522
4.021405733855393e-05,410.7962520531179
4.023002458434135e-05,408.66719990231286
4.025152445311973e-05,406.5345832643386
4.173497611081382e-05,404.32299551349337
4.028851425332198e-05,402.6083279363107
4.03124087066575e-05,400.8030097224961
4.03330047103205e-05,398.0866961913345
4.0353406293350185e-05,395.84135214983803
4.038268165956129e-05,394.0368797002079
4.041317609983361e-05,392.6622208227532
4.0441099551102524e-05,390.8547325125049
4.046851390493001e-05,388.9457264764467
1.3331273616012172e-05,821.4909761124118
1.3854945699123935e-05,823.0055034766516
1.502427430163409e-05,810.9091659441049
1.5048004528110933e-05,808.3070741118912
1.5067098215287059e-05,806.7423458294099
1.562849107512762e-05,807.9018843678627
1.564154175268648e-05,804.6549825038082
1.5654234803985028e-05,800.325120392175
1.6234672759491004e-05,795.929775618371
1.624594431925448e-05,791.1383595304927
1.6258183091253007e-05,785.8046845572273
1.7522542828838343e-05,756.4695432765286
1.7529632503765374e-05,751.2248790975052
1.8173068945325808e-05,746.3845258111098
1.8180684990307913e-05,741.9183216270739
1.8185534655929172e-05,738.1696296204477
1.884822017357298e-05,734.7977683925806
1.884774217645131e-05,731.6495992343297
1.8846103892287926e-05,728.4294969283484
2.0198311663084333e-05,710.385518114847
2.0193930503647676e-05,708.2084799698648
2.0183989028018456e-05,705.956196993567
2.0176058884800357e-05,703.8305502387781
2.0171780939418178e-05,701.621635954667
2.016471712553351e-05,699.2590607264364
2.0891344011615063e-05,696.7929151002292
2.088742823854917e-05,694.4560011705231
2.087846351257068e-05,691.9190735857733
2.086938940329518e-05,689.4058536709344
2.085972298039782e-05,686.8852761111406
2.1608513096094963e-05,684.3364914976655
2.160197237240379e-05,681.8498514766901
2.1595647000873917e-05,679.2042260263512
2.2373045450095643e-05,676.4862380919126
2.2366476418451126e-05,673.954317106733
2.236239853103097e-05,671.1053999281937
2.235680445189596e-05,668.3912453208852
2.3162531640705976e-05,665.6826295245635
2.3158011437471573e-05,663.1922232573295
2.315446335498666e-05,660.3994209960497
2.3149695455675224e-05,657.7382961779533
2.314603544723616e-05,655.0294990277696
2.3984101239088272e-05,652.3299925060127
2.3978967058934596e-05,649.7031205395919
2.3973613990916715e-05,646.8777275457437
2.3968954965862008e-05,643.9706733582303
2.483351549535899e-05,641.0356146963445
2.482883141232022e-05,638.216927131813
2.4829104368165134e-05,635.3438091133288
2.482909929485656e-05,632.5657511416526
2.573092955246373e-05,629.5021791975325
2.572875333878905e-05,626.6909877015578
2.5720575747645436e-05,624.0799300545508
2.57172809033769e-05,621.3975688384608
2.665247568888177e-05,618.6363627730316
2.6650927748449134e-05,616.1464345708155
2.6643974023421792e-05,613.348345685109
2.662748516182556e-05,610.6481910646155
2.7588835778937382e-05,607.9571263005987
2.7617086122485455e-05,605.3118750157787
2.7639949754102503e-05,602.8043863869251
2.7663797985060076e-05,600.1063985978612
2.7681816317348754e-05,597.5987352018877
2.7698225893998726e-05,594.9463473492177
2.8717021869642917e-05,592.3016360358737
2.8786510382445723e-05,589.7233239182051
2.882622431730603e-05,587.3002552714628
2.9746092569749568e-05,584.819244062156
2.9827537006068364e-05,582.3523951806058
2.9860012530323017e-05,579.9843266695003
2.9888321162733363e-05,577.5801450876908
2.99215241629106e-05,575.2930927216034
3.104540286740022e-05,572.9184316376396
3.108212112127967e-05,570.8124477867364
3.112038498351135e-05,568.5160022955157
3.1159121390873906e-05,566.1433456690702
3.119478407249486e-05,563.7845108879105
3.1227347088692956e-05,561.6808573296504
3.1141003224191387e-05,559.301277755363
3.12137405843553e-05,556.8765728470714
3.0139201188700923e-05,553.700880066756
3.2398988669922003e-05,550.6472117758426
3.242930669030587e-05,549.4523807928472
3.246609727456278e-05,547.1190285380687
3.367441854004454e-05,544.9486231506553
3.370677204729653e-05,542.8482156288319
3.375413826124518e-05,540.8970538745714
3.3774772625053256e-05,538.5043320816351
3.3820583592258786e-05,536.0792896628637
3.387082692345513e-05,533.6383501839389
3.3916609243147446e-05,531.2127391698089
3.395711526915802e-05,528.7954681052579
3.399562448953944e-05,526.6978608637851
3.2839924162068156e-05,523.8615267967134
3.287476951081158e-05,520.4583903711898
3.2909205730234626e-05,518.4585536790678
3.294290243725052e-05,515.8478106745476
